name;startDateTime;sales_datetime;end_datetime;min_price;max_price;nameArtist;type;subtype;VenueName;VenueCity;VenueState;links;num_links;spotify_url;seguidores;popularidad;youtube_url;subscriptores;wiki_url;premios;VenueClass;NumGeneros;URL_Wikipedia;Edad;DiasVenta;dias_desde_finVenta;peso_promotor;tiene_lastfm_url;Generos_combinados;conciertos_del_artista_en_ciudad
Dreamcatcher;2024-02-17 18:30:00+00:00;2024-01-08 14:00:00+00:00;2024-02-17 18:30:00+00:00;105.0;125.0;Dreamcatcher;Event Style;Concert;Sant Jordi Club;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/channel/UCijULR2sXLutCRBtW3_WEfA'}], 'twitter': [{'url': 'https://twitter.com/hf_dreamcatcher'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/dreamcatcher/1194912387'}], 'spotify': [{'url': 'https://open.spotify.com/artist/5V1qsQHdXNm4ZEZHWvFnqQ?autoplay=true'}], 'facebook': [{'url': 'https://www.facebook.com/happyfacedreamcatcher/'}], 'instagram': [{'url': 'https://www.instagram.com/hf_dreamcatcher/'}]};6;https://open.spotify.com/artist/5V1qsQHdXNm4ZEZHWvFnqQ?autoplay=true;1338229.0;60.0;https://www.youtube.com/channel/UCijULR2sXLutCRBtW3_WEfA;1740000.0;;;1;2;https://es.wikipedia.org/wiki/Dreamcatcher_(grupo_musical);;40;0.0;1;0;Rock,Pop,K-Pop;1.0
Manolo García - Gira Teatros;2024-02-17 20:30:00+00:00;2023-11-10 11:00:00+00:00;2024-02-17 20:30:00+00:00;55.0;80.0;Manolo Garcia;Undefined;Undefined;Pabellón Príncipe Felipe;Zaragoza;Saragossa;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;1;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;99;0.0;6;0;Rock,Pop;1.0
The Australian Pink Floyd Show;2024-02-22 19:30:00+00:00;2023-07-25 15:08:00+00:00;2024-02-22 19:30:00+00:00;40.0;40.0;Australian Pink Floyd Show;Undefined;Undefined;Live Las Ventas;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/user/aussiefloyddotcom'}], 'twitter': [{'url': 'https://twitter.com/aussiefloyd'}], 'facebook': [{'url': 'https://www.facebook.com/australianpinkfloyd'}], 'instagram': [{'url': 'https://www.instagram.com/australianpinkfloyd/'}], 'homepage': [{'url': 'https://www.aussiefloyd.com/'}]};5;;4564084.492307693;60.90461538461538;https://www.youtube.com/user/aussiefloyddotcom;1716398.4314720812;;;2;1;https://es.wikipedia.org/wiki/My_Favourite_Album;;212;0.0;8;0;Rock,Pop;2.0
Hens;2024-02-23 20:00:00+00:00;2023-03-03 11:00:00+00:00;2024-02-23 20:00:00+00:00;30.0;30.0;Hens;Individual;Individual;WiZink Center;Madrid;Madrid;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;2;1;https://es.wikipedia.org/wiki/Maisa_Hens;68.0;357;0.0;14;0;Rock,Pop;1.0
Café Quijano;2024-02-23 19:00:00+00:00;2023-11-02 13:33:00+00:00;2024-02-23 19:00:00+00:00;34.0;38.0;Café Quijano;Individual;Singer/Vocalist;Teatro Buero Vallejo;Guadalajara;Guadalajara;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Café_Quijano;;113;0.0;16;0;Other,Pop,Rock;1.0
Fran Perea;2024-02-23 20:00:00+00:00;2023-09-26 10:00:00+00:00;2024-02-23 20:00:00+00:00;25.0;38.0;Fran Perea;Undefined;Undefined;La Riviera;Madrid;Madrid;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Fran_Perea;45.0;150;0.0;65;0;Rock,Pop,Pop Vocal;1.0
Rulo y la Contrabanda - Tour 5;2024-02-24 20:00:00+00:00;2023-10-19 10:00:00+00:00;2024-02-24 20:00:00+00:00;32.0;32.0;Rulo y la Contrabanda;Individual;Singer/Vocalist;La Riviera;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA'}], 'twitter': [{'url': 'https://mobile.twitter.com/rulomusica'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/rulo-y-la-contrabanda/388909739'}], 'facebook': [{'url': 'https://es-la.facebook.com/ruloylacontrabanda/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true'}], 'homepage': [{'url': 'https://ruloylacontrabanda.com/'}]};6;https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true;179092.0;50.0;https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA;67000.0;;;1;4;https://es.wikipedia.org/wiki/Rulo_(cantante);44.0;128;0.0;65;0;Rock,Pop;1.0
Café Quijano;2024-02-24 19:30:00+00:00;2023-10-16 14:58:00+00:00;2024-02-24 19:30:00+00:00;30.0;40.0;Café Quijano;Individual;Singer/Vocalist;Teatro Alkázar;Plasencia;Cáceres;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Café_Quijano;;131;0.0;16;0;Other,Pop,Rock;1.0
Fran Perea;2024-02-24 20:00:00+00:00;2023-09-26 10:00:00+00:00;2024-02-24 20:00:00+00:00;25.0;38.0;Fran Perea;Undefined;Undefined;Sala Custom;Sevilla;Seville;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Fran_Perea;45.0;151;0.0;65;0;Rock,Pop,Pop Vocal;1.0
IAMDDB;2024-02-26 20:00:00+00:00;2024-01-12 13:45:00+00:00;2024-01-25 12:10:00+00:00;26.0;26.0;IAMDDB;Event Style;Concert;La 2 de Apolo;Barcelona;Barcelona;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Diplo;45.0;12;32.0;85;0;Rock,Pop,Soul,R&B;1.0
The 1975;2024-02-27 20:00:00+00:00;2023-09-08 08:00:00+00:00;2024-02-27 20:00:00+00:00;55.0;115.0;The 1975;Group;Band;WiZink Center;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/user/The1975music'}, {'url': 'https://www.youtube.com/user/The1975VEVO'}], 'twitter': [{'url': 'https://twitter.com/the1975'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/the-1975/542640016'}], 'lastfm': [{'url': 'http://www.last.fm/music/The+1975'}], 'facebook': [{'url': 'https://www.facebook.com/the1975'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/The_1975'}], 'spotify': [{'url': 'https://open.spotify.com/artist/3mIj9lX2MWuHmhNCA7LSCW?autoplay=true'}], 'instagram': [{'url': 'http://instagram.com/the1975'}], 'musicbrainz': [{'id': '5b6ebfe0-f72b-4902-bba9-74c8af0f1af0'}], 'homepage': [{'url': 'http://the1975.com/'}]};10;https://open.spotify.com/artist/3mIj9lX2MWuHmhNCA7LSCW?autoplay=true;7094942.0;77.0;https://www.youtube.com/user/The1975music;1716398.4314720812;https://en.wikipedia.org/wiki/The_1975;0.0;2;5;https://es.wikipedia.org/wiki/The_1975;;172;0.0;85;1;Rock,Pop;1.0
Gonzalo Alhambra;2024-02-27 21:00:00+00:00;2024-01-08 11:00:00+00:00;2024-02-27 21:00:00+00:00;12.0;12.0;Gonzalo Alhambra;Undefined;Undefined;Fun Club Sevilla;Sevilla;Seville;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Boabdil;5.0;50;0.0;15;0;Rock,Pop,Latin Pop;1.0
Nothing But Thieves;2024-02-29 19:30:00+00:00;2023-06-16 08:00:00+00:00;2024-02-29 19:30:00+00:00;30.0;30.0;Nothing But Thieves;Undefined;Undefined;Sala Razzmatazz;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/user/NBTVEVO'}], 'twitter': [{'url': 'https://twitter.com/NBThieves'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/nothing-but-thieves/524830875?uo=4&app=music'}], 'lastfm': [{'url': 'https://www.last.fm/music/Nothing+But+Thieves'}], 'facebook': [{'url': 'https://www.facebook.com/NothingButThieves/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1kDGbuxWknIKx4FlgWxiSp?si=moVwO6-3TeOxo1t3xExbWA&nd=1'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Nothing_but_Thieves'}], 'instagram': [{'url': 'https://www.instagram.com/nothingbutthieves/?hl=en'}], 'homepage': [{'url': 'https://www.nbthieves.com/'}]};9;https://open.spotify.com/artist/1kDGbuxWknIKx4FlgWxiSp?si=moVwO6-3TeOxo1t3xExbWA&nd=1;1143039.0;70.0;https://www.youtube.com/user/NBTVEVO;1716398.4314720812;https://en.wikipedia.org/wiki/Nothing_but_Thieves;0.0;0;3;https://es.wikipedia.org/wiki/Nothing_But_Thieves;;258;0.0;85;1;Rock,Pop;1.0
Dystinct;2024-02-29 19:30:00+00:00;2023-12-13 11:00:00+00:00;2024-02-29 19:30:00+00:00;22.0;22.0;Dystinct;Individual;Singer/Vocalist;Sala Razzmatazz 2;Barcelona;Barcelona;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;;;78;0.0;85;0;Rock,Pop,Hip-Hop/Rap;1.0
Nothing But Thieves;2024-03-01 20:00:00+00:00;2023-06-16 08:00:00+00:00;2024-03-01 20:00:00+00:00;30.0;30.0;Nothing But Thieves;Undefined;Undefined;La Riviera;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/user/NBTVEVO'}], 'twitter': [{'url': 'https://twitter.com/NBThieves'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/nothing-but-thieves/524830875?uo=4&app=music'}], 'lastfm': [{'url': 'https://www.last.fm/music/Nothing+But+Thieves'}], 'facebook': [{'url': 'https://www.facebook.com/NothingButThieves/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1kDGbuxWknIKx4FlgWxiSp?si=moVwO6-3TeOxo1t3xExbWA&nd=1'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Nothing_but_Thieves'}], 'instagram': [{'url': 'https://www.instagram.com/nothingbutthieves/?hl=en'}], 'homepage': [{'url': 'https://www.nbthieves.com/'}]};9;https://open.spotify.com/artist/1kDGbuxWknIKx4FlgWxiSp?si=moVwO6-3TeOxo1t3xExbWA&nd=1;1143039.0;70.0;https://www.youtube.com/user/NBTVEVO;1716398.4314720812;https://en.wikipedia.org/wiki/Nothing_but_Thieves;0.0;1;3;https://es.wikipedia.org/wiki/Nothing_But_Thieves;;259;0.0;85;1;Rock,Pop;5.0
Manolo García - Gira Teatros;2024-03-01 20:00:00+00:00;2023-11-10 11:00:00+00:00;2024-03-01 20:00:00+00:00;55.0;85.0;Manolo Garcia;Undefined;Undefined;Pal. de los Dep. Carolina Marín;Huelva;Huelva;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;1;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;112;0.0;5;0;Rock,Pop;1.0
Marc Seguí - AAAAAA Tour;2024-03-02 20:30:00+00:00;2023-04-17 19:00:00+00:00;2024-03-02 20:30:00+00:00;20.0;20.0;Marc Seguí;Undefined;Undefined;Es Gremi;Palma de Mallorca;Balearic Islands;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Marc_Seguí;25.0;320;0.0;14;0;New Wave,Rock,Pop;1.0
La Bien Querida;2024-03-02 20:30:00+00:00;2023-12-15 11:00:00+00:00;2024-03-02 20:30:00+00:00;25.0;25.0;La Bien Querida;Undefined;Undefined;Live Las Ventas;Madrid;Madrid;{'musicbrainz': [{'id': 'dbaf66c4-3014-4eb4-af25-12bf2cdefbfe'}], 'homepage': [{'url': 'http://elefant.com/bands/la-bien-querida'}, {'url': 'http://elefant.com/grupos/la-bien-querida'}]};2;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;2;1;https://es.wikipedia.org/wiki/La_Bien_Querida;;78;0.0;8;0;Rock,Pop;1.0
BURNING - CONCIERTO ESPECIAL 50 ANIVERSARIO;2024-03-07 20:00:00+00:00;2023-09-25 10:00:00+00:00;2024-03-07 20:00:00+00:00;30.0;30.0;Burning;Individual;Singer/Vocalist;La Riviera;Madrid;Madrid;{'musicbrainz': [{'id': '0c856672-42ba-4871-9bfa-5e65f8f90945'}]};1;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Burning_Spear;79.0;164;0.0;2;0;Rock,Pop;1.0
Miriam Rodríguez;2024-03-08 21:00:00+00:00;2023-12-12 11:00:00+00:00;2024-03-08 21:00:00+00:00;25.0;60.0;Miriam Rodriguez;Undefined;Undefined;Inn Club;A Coruña;La Corunna;{'youtube': [{'url': 'https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ'}], 'twitter': [{'url': 'https://twitter.com/miriamrmusic_'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/miriam-rodr%C3%ADguez/1302821267'}], 'spotify': [{'url': 'https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/miriamrmusic_/'}]};5;https://open.spotify.com/artist/3E3qsTzCvTX13A1Zrw7Wnf?autoplay=true;208232.0;45.0;https://www.youtube.com/channel/UCDYQq-Nzu_fCgyHrflov-SQ;132000.0;;;0;1;https://es.wikipedia.org/wiki/Miriam_Rodríguez;27.0;87;0.0;16;0;Rock,Pop;1.0
30 Aniversario de Sôber, con Savia y Skizoo | Soundcheck Experience;2024-03-08 20:00:00+00:00;2023-12-14 11:00:00+00:00;2024-03-08 20:00:00+00:00;50.0;50.0;Sober;Individual;Singer/Vocalist;Live Las Ventas;Madrid;Madrid;{'musicbrainz': [{'id': '9064ed45-f525-43b7-aec7-711e2b08b7c8'}]};1;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;2;1;https://es.wikipedia.org/wiki/Sober_(canción_de_Kelly_Clarkson);;85;0.0;22;0;Rock,Pop,Metal,Pop Metal;2.0
30 Aniversario de Sôber, con Savia y Skizoo;2024-03-08 20:00:00+00:00;2023-12-14 11:00:00+00:00;2024-03-08 20:00:00+00:00;28.0;28.0;Sober;Individual;Singer/Vocalist;Live Las Ventas;Madrid;Madrid;{'musicbrainz': [{'id': '9064ed45-f525-43b7-aec7-711e2b08b7c8'}]};1;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;2;1;https://es.wikipedia.org/wiki/Sober_(canción_de_Kelly_Clarkson);;85;0.0;22;0;Rock,Pop,Metal,Pop Metal;2.0
Walls;2024-03-08 20:00:00+00:00;2023-11-01 09:00:00+00:00;2024-03-08 20:00:00+00:00;25.0;25.0;Walls;Undefined;Undefined;Sala La Paqui (Antigua Sala But);Madrid;Madrid;{'wiki': [{'url': 'https://en.wikipedia.org/wiki/Walls_(band)'}], 'musicbrainz': [{'id': '736e1cf9-09c6-47ac-9b98-5374e40fecf0'}]};2;;4564084.492307693;60.90461538461538;;1716398.4314720812;https://en.wikipedia.org/wiki/Walls_(band);0.0;0;1;https://es.wikipedia.org/wiki/Too_Many_Walls;;128;0.0;85;0;Rock,Pop,Dance/Electronic,Club Dance;4.0
Fran Perea;2024-03-08 20:00:00+00:00;2023-09-26 10:00:00+00:00;2024-03-08 20:00:00+00:00;25.0;38.0;Fran Perea;Undefined;Undefined;Sala Camelot;Salamanca;Salamanca;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Fran_Perea;45.0;164;0.0;65;0;Rock,Pop,Pop Vocal;1.0
Rulo y la Contrabanda - Tour 5;2024-03-09 20:00:00+00:00;2023-10-19 10:00:00+00:00;2024-03-09 20:00:00+00:00;32.0;32.0;Rulo y la Contrabanda;Individual;Singer/Vocalist;Sala Razzmatazz 1;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA'}], 'twitter': [{'url': 'https://mobile.twitter.com/rulomusica'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/rulo-y-la-contrabanda/388909739'}], 'facebook': [{'url': 'https://es-la.facebook.com/ruloylacontrabanda/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true'}], 'homepage': [{'url': 'https://ruloylacontrabanda.com/'}]};6;https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true;179092.0;50.0;https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA;67000.0;;;0;4;https://es.wikipedia.org/wiki/Rulo_(cantante);44.0;142;0.0;65;0;Rock,Pop;1.0
Manolo García - Gira Teatros;2024-03-09 20:30:00+00:00;2023-10-18 08:00:00+00:00;2024-03-09 20:30:00+00:00;50.0;75.0;Manolo Garcia;Undefined;Undefined;Rec.Ferial de Herrera del Duque;Badajoz;Badajoz;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;1;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;143;0.0;6;0;Rock,Pop;1.0
Antonio José;2024-03-09 20:00:00+00:00;2023-09-13 10:00:00+00:00;2024-03-09 20:00:00+00:00;27.0;55.0;Antonio José;Undefined;Undefined;Live Las Ventas;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UClRNgWeZjoWVqXRfjNDY1gw'}], 'twitter': [{'url': 'https://mobile.twitter.com/officialcfajose'}], 'itunes': [{'url': 'https://music.apple.com/es/artist/antonio-jos%C3%A9/27516259'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1dbp04JzZ81JXlMGupCnJ8?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/antoniojoseidolo/'}]};5;https://open.spotify.com/artist/1dbp04JzZ81JXlMGupCnJ8?autoplay=true;535307.0;61.0;https://www.youtube.com/channel/UClRNgWeZjoWVqXRfjNDY1gw;912000.0;;;2;2;https://es.wikipedia.org/wiki/Antonio_José_(cantante);29.0;178;0.0;2;0;Rock,Pop,World,Latin;1.0
Walls;2024-03-09 20:00:00+00:00;2023-11-03 09:00:00+00:00;2024-03-09 20:00:00+00:00;25.0;25.0;Walls;Undefined;Undefined;Sala La Paqui (Antigua Sala But);Madrid;Madrid;{'wiki': [{'url': 'https://en.wikipedia.org/wiki/Walls_(band)'}], 'musicbrainz': [{'id': '736e1cf9-09c6-47ac-9b98-5374e40fecf0'}]};2;;4564084.492307693;60.90461538461538;;1716398.4314720812;https://en.wikipedia.org/wiki/Walls_(band);0.0;0;1;https://es.wikipedia.org/wiki/Too_Many_Walls;;127;0.0;85;0;Rock,Pop,Dance/Electronic,Club Dance;4.0
Café Quijano;2024-03-10 19:00:00+00:00;2023-10-11 17:28:00+00:00;2024-03-10 19:00:00+00:00;30.0;40.0;Café Quijano;Individual;Singer/Vocalist;Palacio de Congresos de Mérida;Mérida;Badajoz;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Café_Quijano;;151;0.0;16;0;Other,Pop,Rock;1.0
Depeche Mode - Memento Mori Tour;2024-03-12 20:30:00+00:00;2023-07-19 08:00:00+00:00;2024-03-12 20:30:00+00:00;50.0;270.0;Depeche Mode;Undefined;Undefined;WiZink Center;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/user/DepecheModeVEVO'}, {'url': 'https://www.youtube.com/user/dmdotcom'}], 'twitter': [{'url': 'https://twitter.com/depechemode'}], 'itunes': [{'url': 'https://itunes.apple.com/artist/id148377'}], 'lastfm': [{'url': 'http://www.last.fm/music/Depeche+Mode'}], 'facebook': [{'url': 'https://www.facebook.com/depechemode'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Depeche_Mode'}], 'spotify': [{'url': 'https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX'}], 'instagram': [{'url': 'http://instagram.com/depechemode'}, {'url': 'http://instagram.com/depechemode/'}], 'musicbrainz': [{'id': '8538e728-ca0b-4321-b7e5-cff6565dd4c0'}], 'homepage': [{'url': 'http://www.depechemode.com/'}]};10;https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX;6163482.0;74.0;https://www.youtube.com/user/DepecheModeVEVO;1716398.4314720812;https://en.wikipedia.org/wiki/Depeche_Mode;0.0;2;6;https://es.wikipedia.org/wiki/Depeche_Mode;;237;0.0;4;1;Rock,Alternative Rock,Pop;2.0
The Clockworks;2024-03-12 20:00:00+00:00;2023-10-09 08:00:00+00:00;2024-03-12 20:00:00+00:00;18.0;18.0;The Clockworks;Group;Band;Moby Dick Club;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCgVFJwj-hZwPT-V0PXO61jw'}], 'twitter': [{'url': 'https://twitter.com/daclockworks'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/the-clockworks/1471023496'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6Jg3DFzPWX2VIy01oqLGkz'}], 'facebook': [{'url': 'https://www.facebook.com/theclockdoesntwork/'}], 'instagram': [{'url': 'https://www.instagram.com/theclockworks/'}]};6;https://open.spotify.com/artist/6Jg3DFzPWX2VIy01oqLGkz;17206.0;34.0;https://www.youtube.com/channel/UCgVFJwj-hZwPT-V0PXO61jw;3090.0;;;0;5;;;155;0.0;85;0;Rock,Pop;1.0
The Clockworks;2024-03-13 19:30:00+00:00;2023-10-09 08:00:00+00:00;2024-03-13 19:30:00+00:00;18.0;18.0;The Clockworks;Group;Band;Sala Razzmatazz 3;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/channel/UCgVFJwj-hZwPT-V0PXO61jw'}], 'twitter': [{'url': 'https://twitter.com/daclockworks'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/the-clockworks/1471023496'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6Jg3DFzPWX2VIy01oqLGkz'}], 'facebook': [{'url': 'https://www.facebook.com/theclockdoesntwork/'}], 'instagram': [{'url': 'https://www.instagram.com/theclockworks/'}]};6;https://open.spotify.com/artist/6Jg3DFzPWX2VIy01oqLGkz;17206.0;34.0;https://www.youtube.com/channel/UCgVFJwj-hZwPT-V0PXO61jw;3090.0;;;0;5;;;156;0.0;85;0;Rock,Pop;1.0
Depeche Mode - Memento Mori Tour;2024-03-14 20:30:00+00:00;2023-07-19 08:00:00+00:00;2024-03-14 20:30:00+00:00;50.0;270.0;Depeche Mode;Undefined;Undefined;WiZink Center;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/user/DepecheModeVEVO'}, {'url': 'https://www.youtube.com/user/dmdotcom'}], 'twitter': [{'url': 'https://twitter.com/depechemode'}], 'itunes': [{'url': 'https://itunes.apple.com/artist/id148377'}], 'lastfm': [{'url': 'http://www.last.fm/music/Depeche+Mode'}], 'facebook': [{'url': 'https://www.facebook.com/depechemode'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Depeche_Mode'}], 'spotify': [{'url': 'https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX'}], 'instagram': [{'url': 'http://instagram.com/depechemode'}, {'url': 'http://instagram.com/depechemode/'}], 'musicbrainz': [{'id': '8538e728-ca0b-4321-b7e5-cff6565dd4c0'}], 'homepage': [{'url': 'http://www.depechemode.com/'}]};10;https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX;6163482.0;74.0;https://www.youtube.com/user/DepecheModeVEVO;1716398.4314720812;https://en.wikipedia.org/wiki/Depeche_Mode;0.0;2;6;https://es.wikipedia.org/wiki/Depeche_Mode;;239;0.0;4;1;Rock,Alternative Rock,Pop;2.0
Vida Records & Friends: Lime Garden;2024-03-14 18:30:00+00:00;2023-11-15 10:45:00+00:00;2024-03-14 18:30:00+00:00;10.0;10.0;Vida Records & Friends;Event Style;Tour;Antiga Fàbrica Estrella Damm;Barcelona;Barcelona;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Engelbert_Humperdinck_(cantante);87.0;120;0.0;2;0;Rock,Alternative,Pop,Indie Pop;1.0
Rulo y la Contrabanda - Tour 5;2024-03-15 20:00:00+00:00;2023-10-19 10:00:00+00:00;2024-03-15 20:00:00+00:00;30.0;30.0;Rulo y la Contrabanda;Individual;Singer/Vocalist;Sala Santana 27;Bilbao;Biscay;{'youtube': [{'url': 'https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA'}], 'twitter': [{'url': 'https://mobile.twitter.com/rulomusica'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/rulo-y-la-contrabanda/388909739'}], 'facebook': [{'url': 'https://es-la.facebook.com/ruloylacontrabanda/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true'}], 'homepage': [{'url': 'https://ruloylacontrabanda.com/'}]};6;https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true;179092.0;50.0;https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA;67000.0;;;0;4;https://es.wikipedia.org/wiki/Rulo_(cantante);44.0;148;0.0;65;0;Rock,Pop;1.0
