name,promoter,startDateTime,sales_datetime,end_datetime,min_price,max_price,genero,subgnero,nameArtist,genre,subgenre,type,subtype,VenueName,VenueCity,VenueState,links,num_links,spotify_url,seguidores,popularidad,GéneroArtista,lastfm_url,seguidoresLast,youtube_url,subscriptores,wiki_url,premios,salaCiudad,VenueClass
Tom Odell,Live Nation España S.A.U.,2024-04-10T19:00:00Z,2023-10-27T09:00:00Z,2024-04-10T19:00:00Z,35.0,35.0,Rock,Pop,Tom Odell,Rock,Pop,Undefined,Undefined,La Riviera,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/user/TomODellOfficial'}], 'twitter': [{'url': 'https://twitter.com/tompeterodell'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/tom-odell/524929515'}], 'facebook': [{'url': 'https://www.facebook.com/TomOdellmusic'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Tom_Odell'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2txHhyCwHjUEpJjWrEyqyX'}], 'instagram': [{'url': 'https://www.instagram.com/tompeterodell'}, {'url': 'https://www.instagram.com/tompeterodell/'}], 'musicbrainz': [{'id': 'fee6a7fb-80d9-4290-a171-e48f1f20e381'}], 'homepage': [{'url': 'http://www.tomodell.com/'}]}",9,https://open.spotify.com/artist/2txHhyCwHjUEpJjWrEyqyX,3745594.0,76.0,['chill pop'],,,https://www.youtube.com/user/TomODellOfficial,,https://en.wikipedia.org/wiki/Tom_Odell,3.0,"La Riviera, Madrid",TEATRO
JP Saxe - A Grey Area Tour,Live Nation España S.A.U.,2024-04-13T19:00:00Z,2023-08-25T08:00:00Z,2024-04-13T19:00:00Z,22.0,22.0,Rock,Pop,JP Saxe,Rock,Pop,Individual,Musician,Sala Changó,Madrid,Madrid,,0,None,,,,,,,,,,"Sala Changó, Madrid",SALA
JP Saxe | “When You Think of Me” Soundcheck Experience,Live Nation España S.A.U.,2024-04-13T19:00:00Z,2023-08-25T08:00:00Z,2024-04-06T19:00:00Z,72.0,72.0,Rock,Pop,JP Saxe,Rock,Pop,Individual,Musician,Sala Changó,Madrid,Madrid,,0,None,,,,,,,,,,"Sala Changó, Madrid",SALA
JP Saxe | “When You Think of Me” Soundcheck Experience,Live Nation España S.A.U.,2024-04-14T18:30:00Z,2023-08-25T08:00:00Z,2024-04-07T18:30:00Z,72.0,72.0,Rock,Pop,JP Saxe,Rock,Pop,Individual,Musician,Sala Razzmatazz 2,Barcelona,Barcelona,,0,None,,,,,,,,,,"Sala Razzmatazz 2, Barcelona",SALA
JP Saxe - A Grey Area Tour,Live Nation España S.A.U.,2024-04-14T18:30:00Z,2023-08-25T08:00:00Z,2024-04-14T18:30:00Z,22.0,22.0,Rock,Pop,JP Saxe,Rock,Pop,Individual,Musician,Sala Razzmatazz 2,Barcelona,Barcelona,,0,None,,,,,,,,,,"Sala Razzmatazz 2, Barcelona",SALA
Marlon,"Promociones Musicales Get In, S.L.",2024-05-17T19:30:00Z,2023-11-07T11:00:00Z,2024-05-17T19:00:00Z,27.0,27.0,Rock,Pop,MARLON,Alternative,Alternative Rock,Individual,Singer/Vocalist,Sala Razzmatazz 1,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/marlonmusicit'}], 'itunes': [{'url': 'https://music.apple.com/it/artist/marlon/1230017763'}], 'facebook': [{'url': 'https://www.facebook.com/MarlonMusicIT/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4TIvAp8GJnKRzt2Awxb5Xc'}], 'instagram': [{'url': 'https://www.instagram.com/marlonmusicit/'}], 'homepage': [{'url': 'https://www.marlonmusic.it'}]}",6,https://open.spotify.com/artist/4TIvAp8GJnKRzt2Awxb5Xc,194.0,0.0,[],,,https://www.youtube.com/marlonmusicit,,,,"Sala Razzmatazz 1, Barcelona",SALA
Taylor Swift | The Eras Tour,"ROCK TOUR EVENTOS, SL",2024-05-29T18:00:00Z,2024-02-28T14:00:00Z,2024-05-29T18:00:00Z,,,Rock,Pop,Taylor Swift,Pop,Pop,Undefined,Undefined,Estadio Santiago Bernabéu,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/user/TaylorSwiftVEVO'}, {'url': 'https://www.youtube.com/user/taylorswift'}], 'twitter': [{'url': 'https://twitter.com/taylorswift13'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/taylor-swift/159260351'}], 'lastfm': [{'url': 'http://www.last.fm/music/Taylor+Swift'}], 'facebook': [{'url': 'https://www.facebook.com/TaylorSwift'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Taylor_Swift'}], 'spotify': [{'url': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02?autoplay=true'}], 'instagram': [{'url': 'http://instagram.com/taylorswift/'}, {'url': 'http://instagram.com/taylorswift'}], 'musicbrainz': [{'id': '20244d07-534f-4eff-b4d4-930878889970'}], 'homepage': [{'url': 'https://www.taylorswift.com/'}]}",10,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02?autoplay=true,106096174.0,100.0,['pop'],http://www.last.fm/music/Taylor+Swift,4600000.0,https://www.youtube.com/user/TaylorSwiftVEVO,,https://en.wikipedia.org/wiki/Taylor_Swift,0.0,"Estadio Santiago Bernabéu, Madrid",ESTADIO M
Taylor Swift | The Eras Tour,"LAST TOUR EUROPA, SL",2024-05-30T16:30:00Z,2023-07-13T12:00:00Z,2024-05-30T16:30:00Z,65.0,200.0,Rock,Pop,Taylor Swift,Pop,Pop,Undefined,Undefined,Estadio Santiago Bernabéu,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/user/TaylorSwiftVEVO'}, {'url': 'https://www.youtube.com/user/taylorswift'}], 'twitter': [{'url': 'https://twitter.com/taylorswift13'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/taylor-swift/159260351'}], 'lastfm': [{'url': 'http://www.last.fm/music/Taylor+Swift'}], 'facebook': [{'url': 'https://www.facebook.com/TaylorSwift'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Taylor_Swift'}], 'spotify': [{'url': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02?autoplay=true'}], 'instagram': [{'url': 'http://instagram.com/taylorswift/'}, {'url': 'http://instagram.com/taylorswift'}], 'musicbrainz': [{'id': '20244d07-534f-4eff-b4d4-930878889970'}], 'homepage': [{'url': 'https://www.taylorswift.com/'}]}",10,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02?autoplay=true,106096174.0,100.0,['pop'],http://www.last.fm/music/Taylor+Swift,4600000.0,https://www.youtube.com/user/TaylorSwiftVEVO,,https://en.wikipedia.org/wiki/Taylor_Swift,0.0,"Estadio Santiago Bernabéu, Madrid",ESTADIO M
Queens of the Stone Age,Live Nation España S.A.U.,2024-06-18T20:00:00Z,2023-12-15T09:00:00Z,2024-06-18T20:00:00Z,50.0,55.0,Rock,Pop,Queens of the Stone Age,Rock,Alternative Rock,Undefined,Undefined,Coliseum,A Coruña,La Corunna,"{'youtube': [{'url': 'https://www.youtube.com/user/QueensStoneAgeVEVO'}], 'twitter': [{'url': 'https://twitter.com/qotsa'}], 'itunes': [{'url': 'https://itunes.apple.com/us/artist/id857919'}], 'lastfm': [{'url': 'http://www.last.fm/music/Queens+of+the+Stone+Age'}], 'facebook': [{'url': 'https://www.facebook.com/QOTSA'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Queens_of_the_Stone_Age'}], 'musicbrainz': [{'id': '7dc8f5bd-9d0b-4087-9f73-dc164950bbd8'}], 'instagram': [{'url': 'https://www.instagram.com/queensofthestoneage/'}], 'homepage': [{'url': 'http://www.qotsa.com/'}]}",9,None,,,,http://www.last.fm/music/Queens+of+the+Stone+Age,3100000.0,https://www.youtube.com/user/QueensStoneAgeVEVO,,https://en.wikipedia.org/wiki/Queens_of_the_Stone_Age,3.0,"Coliseum, A Coruña",ESTADIO S
Luis Miguel,Conciertos con alma AIE,2024-07-06T19:30:00Z,2023-11-09T16:00:00Z,2024-07-06T19:30:00Z,50.0,1250.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Estadio Santiago Bernabéu,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/OficialLuisMiguel'}], 'twitter': [{'url': 'https://twitter.com/LMXLM?lang=es'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/luis-miguel/336904'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Luis_Miguel'}], 'facebook': [{'url': 'https://www.facebook.com/luismiguelofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true'}], 'musicbrainz': [{'id': '90270118-8ed0-4446-bf97-8a09b3f9e8f3'}], 'instagram': [{'url': 'https://www.instagram.com/lmxlm/'}], 'homepage': [{'url': 'http://www.luismigueloficial.com/'}]}",9,https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true,14950927.0,82.0,"['bolero', 'latin pop']",,,https://www.youtube.com/OficialLuisMiguel,,https://en.wikipedia.org/wiki/Luis_Miguel,12.0,"Estadio Santiago Bernabéu, Madrid",ESTADIO M
Luis Miguel,"Tú lo haces posible, A.I.E.",2024-07-07T19:30:00Z,2023-11-14T19:00:00Z,2024-07-07T19:30:00Z,50.0,1250.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Estadio Santiago Bernabéu,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/OficialLuisMiguel'}], 'twitter': [{'url': 'https://twitter.com/LMXLM?lang=es'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/luis-miguel/336904'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Luis_Miguel'}], 'facebook': [{'url': 'https://www.facebook.com/luismiguelofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true'}], 'musicbrainz': [{'id': '90270118-8ed0-4446-bf97-8a09b3f9e8f3'}], 'instagram': [{'url': 'https://www.instagram.com/lmxlm/'}], 'homepage': [{'url': 'http://www.luismigueloficial.com/'}]}",9,https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true,14950927.0,82.0,"['bolero', 'latin pop']",,,https://www.youtube.com/OficialLuisMiguel,,https://en.wikipedia.org/wiki/Luis_Miguel,12.0,"Estadio Santiago Bernabéu, Madrid",ESTADIO M
Carlos Vives - El Rock de mi pueblo vive - Tour España 2024,"Planet Events, S.A.",2024-07-14T19:00:00Z,2024-02-29T11:00:00Z,2024-07-14T19:00:00Z,48.0,185.0,Rock,Pop,Carlos Vives,World,Latin,Undefined,Undefined,WiZink Center,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCcoTDF00osWsjkiO3eC9viw'}], 'twitter': [{'url': 'https://twitter.com/carlosvives'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/carlos-vives/554369'}], 'lastfm': [{'url': 'https://www.last.fm/music/Carlos+Vives'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Carlos_Vives'}], 'facebook': [{'url': 'https://www.facebook.com/carlosvivesoficial'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4vhNDa5ycK0ST968ek7kRr'}], 'musicbrainz': [{'id': 'ac367c2e-7783-41e5-a184-131da6b0c166'}], 'instagram': [{'url': 'https://www.instagram.com/carlosvives/'}], 'homepage': [{'url': 'http://www.carlosvives.com/'}]}",10,https://open.spotify.com/artist/4vhNDa5ycK0ST968ek7kRr,5973546.0,73.0,"['colombian pop', 'latin pop', 'vallenato']",https://www.last.fm/music/Carlos+Vives,478500.0,https://www.youtube.com/channel/UCcoTDF00osWsjkiO3eC9viw,5950000.0,https://en.wikipedia.org/wiki/Carlos_Vives,27.0,"WiZink Center, Madrid",ESTADIO S
Queens of the Stone Age,"La Rock Entertainment, SL.",2024-06-23T20:00:00Z,2023-12-14T17:00:00Z,2024-06-23T20:00:00Z,55.0,55.0,Rock,Hard Rock,Queens of the Stone Age,Rock,Alternative Rock,Undefined,Undefined,Marenostrum Fuengirola,Fuengirola,Málaga,"{'youtube': [{'url': 'https://www.youtube.com/user/QueensStoneAgeVEVO'}], 'twitter': [{'url': 'https://twitter.com/qotsa'}], 'itunes': [{'url': 'https://itunes.apple.com/us/artist/id857919'}], 'lastfm': [{'url': 'http://www.last.fm/music/Queens+of+the+Stone+Age'}], 'facebook': [{'url': 'https://www.facebook.com/QOTSA'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Queens_of_the_Stone_Age'}], 'musicbrainz': [{'id': '7dc8f5bd-9d0b-4087-9f73-dc164950bbd8'}], 'instagram': [{'url': 'https://www.instagram.com/queensofthestoneage/'}], 'homepage': [{'url': 'http://www.qotsa.com/'}]}",9,None,,,,http://www.last.fm/music/Queens+of+the+Stone+Age,3100000.0,https://www.youtube.com/user/QueensStoneAgeVEVO,,https://en.wikipedia.org/wiki/Queens_of_the_Stone_Age,3.0,"Marenostrum Fuengirola, Fuengirola",ESTADIO S
Las Novias + La Broma Negra,Sergio Solís Gálvez,2024-03-09T20:00:00Z,2023-11-02T13:10:00Z,2024-03-09T19:30:00Z,22.0,22.0,Alternative,Alternative Rock,Las Novias,Rock,Pop,Undefined,Undefined,Sala Upload - Poble Espanyol,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCR_EfKc8xr8ReBawxyAJH2g'}], 'twitter': [{'url': 'https://twitter.com/las_novias?lang=fi'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/las-novias/819245858'}], 'facebook': [{'url': 'https://www.facebook.com/LASNOVIAS/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2uPw9gs3xfvgfhLYTzQzj4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/lasnoviaszgz/'}], 'homepage': [{'url': 'https://lasnovias.org/'}]}",7,https://open.spotify.com/artist/2uPw9gs3xfvgfhLYTzQzj4?autoplay=true,2484.0,15.0,['musica aragonesa'],,,https://www.youtube.com/channel/UCR_EfKc8xr8ReBawxyAJH2g,668.0,,,"Sala Upload - Poble Espanyol, Barcelona",SALA
Isaac Delusion,"Houston Party, SL",2024-04-05T19:30:00Z,2023-09-14T16:00:00Z,2024-04-05T19:00:00Z,18.0,18.0,Alternative,Alternative Rock,Isaac Delusion,Dance/Electronic,Club Dance,Undefined,Undefined,Razzmatazz 3,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCNW-OpkcOaK8gD9cE98dIHQ'}], 'twitter': [{'url': 'https://twitter.com/IsaacDelusion'}], 'facebook': [{'url': 'https://www.facebook.com/IsaacDelusion'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2HGAZDmVV3GAH4XFAZdvSG?si=HnCvhdsIQjaTZ72c-BizAA&nd=1'}], 'musicbrainz': [{'id': 'd6cce8f3-abd5-4e39-89b9-ab10cf813540'}], 'instagram': [{'url': 'https://www.instagram.com/isaacdelusion/'}], 'homepage': [{'url': 'http://www.isaacdelusion.com/'}]}",7,https://open.spotify.com/artist/2HGAZDmVV3GAH4XFAZdvSG?si=HnCvhdsIQjaTZ72c-BizAA&nd=1,114791.0,52.0,"['electro-pop francais', 'french indie pop', 'french indietronica', 'french psychedelic']",,,https://www.youtube.com/channel/UCNW-OpkcOaK8gD9cE98dIHQ,32200.0,,,"Razzmatazz 3, Barcelona",SALA
The Cat Empire,"Houston Party, SL",2024-07-12T20:00:00Z,2024-02-02T09:00:00Z,2024-07-12T19:00:00Z,35.0,35.0,Alternative,Alternative Rock,The Cat Empire,Rock,Pop,Undefined,Undefined,Sala Capitol,Santiago de Compostela,La Corunna,"{'youtube': [{'url': 'https://www.youtube.com/user/thecatempire'}], 'twitter': [{'url': 'https://twitter.com/thecatempire'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/the-cat-empire/71333554?uo=4&app=music'}], 'facebook': [{'url': 'https://www.facebook.com/thecatempire'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/The_Cat_Empire'}], 'spotify': [{'url': 'https://open.spotify.com/artist/023YMawCG3OvACmRjWxLWC?si=eIW-qgyvRHGXq6scIOv5JQ&nd=1'}], 'instagram': [{'url': 'https://instagram.com/thecatempire/'}], 'musicbrainz': [{'id': 'a530492f-8806-4bd7-9c14-80c237eb92fe'}], 'homepage': [{'url': 'http://thecatempire.com/'}]}",9,https://open.spotify.com/artist/023YMawCG3OvACmRjWxLWC?si=eIW-qgyvRHGXq6scIOv5JQ&nd=1,358104.0,52.0,"['australian reggae fusion', 'australian ska', 'ska jazz']",,,https://www.youtube.com/user/thecatempire,,https://en.wikipedia.org/wiki/The_Cat_Empire,3.0,"Sala Capitol, Santiago de Compostela",SALA
Foy Vance - Regarding The Joy Of Nothing Tour,Live Nation España S.A.U.,2024-10-13T18:30:00Z,2024-03-08T09:00:00Z,2024-10-13T18:30:00Z,23.0,23.0,Alternative,Alternative Rock,Foy Vance,Rock,Alternative Rock,Undefined,Undefined,Moby Dick Club,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/user/FoyVanceMusic'}], 'twitter': [{'url': 'https://twitter.com/foyvance'}], 'itunes': [{'url': 'https://music.apple.com/gb/artist/foy-vance/68235486'}], 'lastfm': [{'url': 'http://www.last.fm/music/Foy%20Vance'}], 'facebook': [{'url': 'https://www.facebook.com/foyvancemusic'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Foy_Vance'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4bUqnkrDrb4f7rqmDR9yDu'}], 'instagram': [{'url': 'https://www.instagram.com/foyvance/'}, {'url': 'https://www.instagram.com/foyvance'}], 'musicbrainz': [{'id': '6ef3b33e-848c-4773-867b-5fb1397ef408'}], 'homepage': [{'url': 'http://www.foyvance.com/'}]}",10,https://open.spotify.com/artist/4bUqnkrDrb4f7rqmDR9yDu,238939.0,52.0,"['british singer-songwriter', 'indie folk', 'irish singer-songwriter', 'uk americana']",http://www.last.fm/music/Foy%20Vance,303600.0,https://www.youtube.com/user/FoyVanceMusic,,https://en.wikipedia.org/wiki/Foy_Vance,0.0,"Moby Dick Club, Madrid",SALA
Foy Vance - Regarding The Joy Of Nothing Tour,Live Nation España S.A.U.,2024-10-14T19:00:00Z,2024-03-08T09:00:00Z,2024-10-14T19:00:00Z,23.0,23.0,Alternative,Alternative Rock,Foy Vance,Rock,Alternative Rock,Undefined,Undefined,Sala Dabadaba,Donostia/San Sebastián,Guipuscoa ,"{'youtube': [{'url': 'https://www.youtube.com/user/FoyVanceMusic'}], 'twitter': [{'url': 'https://twitter.com/foyvance'}], 'itunes': [{'url': 'https://music.apple.com/gb/artist/foy-vance/68235486'}], 'lastfm': [{'url': 'http://www.last.fm/music/Foy%20Vance'}], 'facebook': [{'url': 'https://www.facebook.com/foyvancemusic'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Foy_Vance'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4bUqnkrDrb4f7rqmDR9yDu'}], 'instagram': [{'url': 'https://www.instagram.com/foyvance/'}, {'url': 'https://www.instagram.com/foyvance'}], 'musicbrainz': [{'id': '6ef3b33e-848c-4773-867b-5fb1397ef408'}], 'homepage': [{'url': 'http://www.foyvance.com/'}]}",10,https://open.spotify.com/artist/4bUqnkrDrb4f7rqmDR9yDu,238939.0,52.0,"['british singer-songwriter', 'indie folk', 'irish singer-songwriter', 'uk americana']",http://www.last.fm/music/Foy%20Vance,303600.0,https://www.youtube.com/user/FoyVanceMusic,,https://en.wikipedia.org/wiki/Foy_Vance,0.0,"Sala Dabadaba, Donostia/San Sebastián",SALA
Foy Vance - Regarding The Joy Of Nothing Tour,Live Nation España S.A.U.,2024-10-16T18:30:00Z,2024-03-08T09:00:00Z,2024-10-16T18:30:00Z,23.0,23.0,Alternative,Alternative Rock,Foy Vance,Rock,Alternative Rock,Undefined,Undefined,Sala Upload - Poble Espanyol,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/user/FoyVanceMusic'}], 'twitter': [{'url': 'https://twitter.com/foyvance'}], 'itunes': [{'url': 'https://music.apple.com/gb/artist/foy-vance/68235486'}], 'lastfm': [{'url': 'http://www.last.fm/music/Foy%20Vance'}], 'facebook': [{'url': 'https://www.facebook.com/foyvancemusic'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Foy_Vance'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4bUqnkrDrb4f7rqmDR9yDu'}], 'instagram': [{'url': 'https://www.instagram.com/foyvance/'}, {'url': 'https://www.instagram.com/foyvance'}], 'musicbrainz': [{'id': '6ef3b33e-848c-4773-867b-5fb1397ef408'}], 'homepage': [{'url': 'http://www.foyvance.com/'}]}",10,https://open.spotify.com/artist/4bUqnkrDrb4f7rqmDR9yDu,238939.0,52.0,"['british singer-songwriter', 'indie folk', 'irish singer-songwriter', 'uk americana']",http://www.last.fm/music/Foy%20Vance,303600.0,https://www.youtube.com/user/FoyVanceMusic,,https://en.wikipedia.org/wiki/Foy_Vance,0.0,"Sala Upload - Poble Espanyol, Barcelona",SALA
Kazy Lambist,"Houston Party, SL",2024-12-12T19:30:00Z,2024-02-29T09:00:00Z,2024-12-12T20:00:00Z,22.0,22.0,Alternative,Alternative Rock,Kazy Lambist,Dance/Electronic,Funky Breaks,Individual,Musician,Sala Razzmatazz 2,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UC9833t3jbAwcE7uMtkTCeOA'}], 'twitter': [{'url': 'https://twitter.com/kazylambist'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/kazy-lambist/890578274'}], 'facebook': [{'url': 'https://www.facebook.com/Kazy-Lambist-1438709626345966/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/41Ue54Vb6iWx2dcdRCM6oH?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/kazylambist/'}], 'homepage': [{'url': 'http://kazylambist.com/'}]}",7,https://open.spotify.com/artist/41Ue54Vb6iWx2dcdRCM6oH?autoplay=true,113820.0,57.0,"['french indie pop', 'french indietronica', 'new french touch']",,,https://www.youtube.com/channel/UC9833t3jbAwcE7uMtkTCeOA,3740.0,,,"Sala Razzmatazz 2, Barcelona",SALA
"Hivernacle Pop Up Club#5 SEASON CLOSING: PAWSA, Toman & Foie Grass","Live Las Ventas, A.I.E.",2024-03-17T15:00:00Z,2024-02-07T12:26:00Z,2024-03-17T21:00:00Z,23.0,27.0,Dance/Electronic,Dance/Electronic,HIVERNACLE,Dance/Electronic,Dance/Electronic,Undefined,Undefined,Live Las Ventas,Madrid,Madrid,,0,None,,,,,,,,,,"Live Las Ventas, Madrid",ESTADIO S
Shawn James,Live Nation España S.A.U.,2024-03-10T19:30:00Z,2023-11-17T09:00:00Z,2024-03-10T19:30:00Z,25.0,25.0,Other,Other,Shawn James,Blues,Blues,Individual,Musician,Sala Razzmatazz 2,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCfUgkEJoNhPAnJ7uyGMdpbg'}], 'twitter': [{'url': 'https://twitter.com/ShawnJamesMusic'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/shawn-james/540917346'}], 'facebook': [{'url': 'https://www.facebook.com/ShawnJamesSoul'}], 'spotify': [{'url': 'https://open.spotify.com/user/126073859'}], 'instagram': [{'url': 'https://www.instagram.com/shawnjamesmusic/'}], 'homepage': [{'url': 'https://www.shawnjamesmusic.com/'}]}",7,https://open.spotify.com/user/126073859,,,,,,https://www.youtube.com/channel/UCfUgkEJoNhPAnJ7uyGMdpbg,481000.0,,,"Sala Razzmatazz 2, Barcelona",SALA
Kadec Santa Anna - 24 Tour,"Planet Events, S.A.",2024-03-15T19:30:00Z,2023-10-06T13:00:00Z,2024-03-15T19:30:00Z,22.0,22.0,Other,Other,Kadec Santa Ana,Hip-Hop/Rap,Hip-Hop/Rap,Undefined,Undefined,Sala Custom,Sevilla,Seville,,0,None,,,,,,,,,,"Sala Custom, Sevilla",SALA
Lord Apex,"Houston Party, SL",2024-04-02T20:00:00Z,2023-06-02T09:00:00Z,2024-04-02T19:00:00Z,18.0,18.0,Dance/Electronic,Dance/Electronic,Lord Apex,Hip-Hop/Rap,Hip-Hop/Rap,Individual,Musician,Razzmatazz 3,Barcelona,Barcelona,,0,None,,,,,,,,,,"Razzmatazz 3, Barcelona",SALA
Lord Apex,"Houston Party, SL",2024-04-03T19:30:00Z,2023-06-02T09:00:00Z,2024-04-03T18:00:00Z,18.0,18.0,Dance/Electronic,Dance/Electronic,Lord Apex,Hip-Hop/Rap,Hip-Hop/Rap,Individual,Musician,Café Berlín,Madrid,Madrid,,0,None,,,,,,,,,,"Café Berlín, Madrid",SALA
Kaizers Orchestra,Live Nation España S.A.U.,2024-04-05T18:30:00Z,2023-09-21T08:00:00Z,2024-04-05T18:30:00Z,35.0,35.0,Other,Other,Kaizers Orchestra,Rock,Pop,Undefined,Undefined,Sala Razzmatazz 1,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCpdz_ory-rpeY285x0XrM2g'}], 'twitter': [{'url': 'https://twitter.com/kaizrsorchestra'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/kaizers-orchestra/30689740'}], 'lastfm': [{'url': 'http://www.last.fm/music/Kaizers%20Orchestra'}], 'facebook': [{'url': 'https://www.facebook.com/kaizersorchestra'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Kaizers_Orchestra'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1s1DnVoBDfp3jxjjew8cBR?autoplay=true'}], 'musicbrainz': [{'id': '2c3bac0a-5158-442f-b50b-056aae52138c'}], 'homepage': [{'url': 'http://www.kaizers.no/'}]}",9,https://open.spotify.com/artist/1s1DnVoBDfp3jxjjew8cBR?autoplay=true,141010.0,47.0,"['dark cabaret', 'norwegian alternative rock', 'norwegian rock', 'rogaland indie', 'rogaland musikk']",http://www.last.fm/music/Kaizers%20Orchestra,167700.0,https://www.youtube.com/channel/UCpdz_ory-rpeY285x0XrM2g,7910.0,https://en.wikipedia.org/wiki/Kaizers_Orchestra,0.0,"Sala Razzmatazz 1, Barcelona",SALA
Ha*Ash,"Planet Events, S.A.",2024-04-22T19:00:00Z,2023-11-16T11:00:00Z,2024-04-22T19:00:00Z,40.0,40.0,Other,Other,Ha*Ash,Ballads/Romantic,Ballads/Romantic,Undefined,Undefined,WiZink Center,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/user/HaAshOficial'}], 'twitter': [{'url': 'https://twitter.com/haashoficial'}], 'itunes': [{'url': 'https://music.apple.com/mx/artist/ha-ash/17241280'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Ha*Ash'}], 'facebook': [{'url': 'https://www.facebook.com/haashoficial'}], 'spotify': [{'url': 'https://open.spotify.com/artist/5xd2Tg7Zo8755eCy8Gxkp8'}], 'instagram': [{'url': 'https://instagram.com/haashoficial'}], 'musicbrainz': [{'id': '16f146da-deef-4f07-9bbf-e4922c27067e'}], 'homepage': [{'url': 'http://ha-ash.com/'}]}",9,https://open.spotify.com/artist/5xd2Tg7Zo8755eCy8Gxkp8,8158803.0,74.0,"['latin arena pop', 'latin pop', 'mexican pop']",,,https://www.youtube.com/user/HaAshOficial,,https://en.wikipedia.org/wiki/Ha*Ash,0.0,"WiZink Center, Madrid",ESTADIO S
