name,promoter,startDateTime,sales_datetime,end_datetime,min_price,max_price,genero,subgnero,nameArtist,genre,subgenre,type,subtype,VenueName,VenueCity,VenueState,num_links,seguidores,popularidad,seguidoresLast,subscriptores,premios,VenueClass,NumGeneros
La Sonrisa de Julia,"Promociones Musicales Get In, S.L.",2024-05-31T20:00:00Z,2023-12-12T11:00:00Z,2024-05-31T19:00:00Z,22.0,22.0,Rock,Pop,La Sonrisa De Julia,Rock,Pop,Undefined,Undefined,Escenario Santander,Santander,Cantabria,0,0,0,0,0,0,SALA,0
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-31T20:30:00Z,2023-12-14T18:00:00Z,2024-05-31T19:00:00Z,18.0,18.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,Sala Jerusalem,Valencia,Valencia,0,0,0,0,0,0,SALA,0
Andrés Calamaro,"Promociones Musicales Get In, S.L.",2024-05-31T21:00:00Z,2024-02-02T11:00:00Z,2024-05-31T20:00:00Z,37.0,37.0,Rock,Pop,Andrés Calamaro,Rock,Pop,Undefined,Undefined,Andén 56,Burgos,Burgos,10,2401794,70,355100,0,0,SALA,6
Manolo García,"Concert Tour Gestiones, S.L.",2024-06-01T20:00:00Z,2023-12-15T09:00:00Z,2024-06-01T20:00:00Z,44.0,44.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Recinto Arena Las Cumbres,Don Benito,Badajoz,5,617563,57,0,199000,0,SALA,4
IVE - THE 1ST WORLD TOUR 'SHOW WHAT I HAVE’,Live Nation España S.A.U.,2024-06-07T18:00:00Z,2023-11-17T09:00:00Z,2024-06-07T18:00:00Z,60.0,280.0,Rock,Pop,IVE,Pop,K-Pop,Group,Band,Palau Sant Jordi,Barcelona,Barcelona,0,0,0,0,0,0,TEATRO,0
Antoñito Molina,PIES COMPAÑÍA DISCOGRÁFICA S.L,2024-06-07T19:00:00Z,2023-11-30T09:00:00Z,2024-06-07T19:00:00Z,25.0,60.0,Rock,Pop,Antoñito Molina,Pop,Pop Rock,Individual,Artist,La Riviera,Madrid,Madrid,0,0,0,0,0,0,TEATRO,0
El Barrio,"La Gira de El Barrio, A.I.E.",2024-06-08T20:30:00Z,2024-01-02T11:00:00Z,2024-06-08T20:30:00Z,40.0,65.0,Rock,Pop,El Barrio,Rock,Pop,Undefined,Undefined,Marenostrum Fuengirola,Fuengirola,Málaga,9,1169094,61,0,0,0,ESTADIO S,4
Manolo García,"Concert Tour Gestiones, S.L.",2024-06-08T20:00:00Z,2023-11-30T11:00:00Z,2024-06-08T20:00:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Plaza de Toros de Valencia,Valencia,Valencia,5,617563,57,0,199000,0,ESTADIO S,4
MANÁ,"Mediterranea Concerts, S.L.",2024-06-09T19:00:00Z,2023-12-01T11:00:00Z,2024-06-09T19:00:00Z,70.0,260.0,Rock,Pop,MANÁ,World,Latin,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,10,10608200,77,602100,0,0,TEATRO,6
Marc Anthony,"Luce Conciertos, A.I.E",2024-06-11T20:00:00Z,2024-02-01T14:17:00Z,2024-06-11T20:00:00Z,59.0,161.0,Rock,Pop,Marc Anthony,World,Latin,Undefined,Undefined,Ciudad artes y ciencias,Valencia,Valencia,10,9452203,76,630900,7200000,0,ESTADIO S,4
MANÁ,"Mediterranea Concerts, S.L.",2024-06-13T19:30:00Z,2023-12-01T11:00:00Z,2024-06-13T19:30:00Z,75.0,90.0,Rock,Pop,MANÁ,World,Latin,Undefined,Undefined,La Marina,Valencia,Valencia,10,10608200,77,602100,0,0,,6
Fran Perea,"Promociones Musicales Get In, S.L.",2024-06-14T19:00:00Z,2023-09-26T10:00:00Z,2024-06-14T19:00:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,Zentral,Pamplona/Iruña,Navarre,0,0,0,0,0,0,SALA,0
Camilo,"New Event. Eventos & Gestión Cultural, SL",2024-06-15T19:30:00Z,2023-11-09T09:00:00Z,2024-06-15T19:30:00Z,49.0,79.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,Golf Costa Adeje,Adeje,Santa Cruz de Tenerife,0,0,0,0,0,0,TEATRO,0
Manolo García,"GIRANDO, A.I.E.",2024-06-15T20:30:00Z,2023-11-30T11:00:00Z,2024-06-15T20:30:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Marenostrum Fuengirola,Fuengirola,Málaga,5,617563,57,0,199000,0,ESTADIO S,4
MANÁ,"Mediterranea Concerts, S.L.",2024-06-15T19:30:00Z,2023-12-01T11:00:00Z,2024-06-15T19:30:00Z,85.0,240.0,Rock,Pop,MANÁ,World,Latin,Undefined,Undefined,Plaza de Toros de Murcia,Murcia,Murcia,10,10608200,77,602100,0,0,ESTADIO S,6
Fran Perea,"Promociones Musicales Get In, S.L.",2024-06-15T20:00:00Z,2023-09-26T10:00:00Z,2024-06-15T20:00:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,Kafe Antzokia,Bilbao,Biscay,0,0,0,0,0,0,SALA,0
Queens of the Stone Age,Live Nation España S.A.U.,2024-06-18T20:00:00Z,2023-12-15T09:00:00Z,2024-06-18T20:00:00Z,50.0,55.0,Rock,Pop,Queens of the Stone Age,Rock,Alternative Rock,Undefined,Undefined,Coliseum,A Coruña,La Corunna,9,0,0,3100000,0,3,ESTADIO S,0
Olivia Rodrigo - GUTS world tour,Live Nation España S.A.U.,2024-06-18T18:00:00Z,2023-09-21T13:00:00Z,2024-06-18T18:00:00Z,60.0,180.0,Rock,Pop,Olivia Rodrigo,Pop,Pop,Individual,Musician,Palau Sant Jordi,Barcelona,Barcelona,0,0,0,0,0,0,TEATRO,0
MANÁ,"Mediterranea Concerts, S.L.",2024-06-19T19:30:00Z,2023-12-04T15:00:00Z,2024-06-19T19:30:00Z,75.0,175.0,Rock,Pop,MANÁ,World,Latin,Undefined,Undefined,Plaza de Toros de Granada,Granada,Granada,10,10608200,77,602100,0,0,ESTADIO S,6
Olivia Rodrigo - GUTS world tour,Live Nation España S.A.U.,2024-06-20T18:00:00Z,2023-09-21T13:00:00Z,2024-06-20T18:00:00Z,60.0,230.0,Rock,Pop,Olivia Rodrigo,Pop,Pop,Individual,Musician,WiZink Center,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Danza Invisible,"Concierto Ardiendo Madrid 2023, S.L.",2024-06-21T19:30:00Z,2023-12-19T11:00:00Z,2024-06-21T19:00:00Z,30.0,30.0,Rock,Pop,Danza Invisible,Pop,Pop,Individual,Singer/Vocalist,La Riviera,Madrid,Madrid,0,0,0,0,0,0,TEATRO,0
Morat,Global Talent Services Music Entertaiment Spain SLU,2024-06-21T20:00:00Z,2023-10-06T08:00:00Z,2024-06-21T20:00:00Z,36.0,85.0,Rock,Pop,Morat,Pop,Pop Rock,Individual,Singer/Vocalist,Estadio Cívitas Metropolitano,Madrid,Madrid,7,10798447,82,0,7240000,0,ESTADIO M,2
Marc Anthony,"Sube el Volumen, A.I.E",2024-06-21T20:00:00Z,2024-02-01T14:17:00Z,2024-06-21T20:00:00Z,59.0,221.0,Rock,Pop,Marc Anthony,World,Latin,Undefined,Undefined,Oasisss Marbella. Finca Caridad,Marbella,Málaga,10,9452203,76,630900,7200000,0,,4
Camilo,"Aire en Los Pulmones, A.I.E",2024-06-21T19:30:00Z,2023-11-09T09:00:00Z,2024-06-21T19:30:00Z,35.0,90.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,WiZink Center,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Camilo,"Aire en Los Pulmones, A.I.E",2024-06-22T19:30:00Z,2023-12-18T16:00:00Z,2024-06-22T19:30:00Z,35.0,90.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,WiZink Center,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
MANÁ,"Mediterranea Concerts, S.L.",2024-06-22T20:00:00Z,2023-12-01T11:00:00Z,2024-06-22T20:00:00Z,75.0,210.0,Rock,Pop,MANÁ,World,Latin,Undefined,Undefined,Marenostrum Fuengirola,Fuengirola,Málaga,10,10608200,77,602100,0,0,ESTADIO S,6
Manolo García,"GIRANDO, A.I.E.",2024-06-22T20:00:00Z,2023-12-19T11:00:00Z,2024-06-22T20:00:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Plaza de Toros Los Califas,Córdoba,Córdoba,5,617563,57,0,199000,0,ESTADIO S,4
Emilia,"Azul es mi color, A.I.E",2024-06-22T20:30:00Z,2024-01-24T15:00:00Z,2024-06-22T20:00:00Z,35.0,90.0,Rock,Pop,Emilia,Pop,Pop,Undefined,Undefined,Coliseum,A Coruña,La Corunna,0,0,0,0,0,0,ESTADIO S,0
Camilo,"Qué Lindo Sería, A.I.E",2024-06-23T19:30:00Z,2023-11-09T09:00:00Z,2024-06-23T19:30:00Z,25.0,90.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,Plaza de Toros de Granada,Granada,Granada,0,0,0,0,0,0,ESTADIO S,0
MANÁ,"Mediterranea Concerts, S.L.",2024-06-27T20:00:00Z,2023-12-01T11:00:00Z,2024-06-27T20:00:00Z,60.0,110.0,Rock,Pop,MANÁ,World,Latin,Undefined,Undefined,Coliseum,A Coruña,La Corunna,10,10608200,77,602100,0,0,ESTADIO S,6
Kany García,"JI Entertainment, A.I.E.",2024-06-28T20:30:00Z,2023-07-05T09:35:00Z,2024-06-28T20:00:00Z,40.0,90.0,Rock,Pop,Kany Garcia,Pop,Pop,Undefined,Undefined,Teatre Coliseum,Barcelona,Barcelona,7,2655176,75,0,2750000,0,ESTADIO S,2
Luis Miguel,"Éxito en Vena, A.I.E",2024-06-28T19:30:00Z,2023-12-04T09:00:00Z,2024-06-28T19:30:00Z,80.0,650.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Plaza de Toros Los Califas,Córdoba,Córdoba,9,14950927,82,0,0,12,ESTADIO S,2
Camilo,"Alcanzando Metas, A.I.E.",2024-06-28T20:00:00Z,2023-11-09T09:00:00Z,2024-06-28T20:00:00Z,25.0,110.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,Estadio La Cartuja de Sevilla,Sevilla,Seville,0,0,0,0,0,0,ESTADIO M,0
Bunbury,"Rock & Chicken, S.L.",2024-06-29T19:30:00Z,2023-06-14T10:35:00Z,2024-06-29T19:00:00Z,40.0,85.0,Rock,Pop,Bunbury,World,Latin,Undefined,Undefined,WiZink Center,Madrid,Madrid,9,2493257,69,186500,2680000,3,ESTADIO S,4
MANÁ,"Mediterranea Concerts, S.L.",2024-06-29T19:00:00Z,2023-12-01T11:00:00Z,2024-06-29T19:00:00Z,60.0,190.0,Rock,Pop,MANÁ,World,Latin,Undefined,Undefined,Bizkaia Arena Bec!,Barakaldo,Biscay,10,10608200,77,602100,0,0,,6
Camilo,"Versos Musicales en la Noche, A.I.E",2024-06-30T20:00:00Z,2023-11-09T09:00:00Z,2024-06-30T20:00:00Z,40.0,90.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,Plaza de Toros Los Califas,Córdoba,Córdoba,0,0,0,0,0,0,ESTADIO S,0
Luis Miguel,"Qué Lindo Sería, A.I.E.",2024-06-30T19:30:00Z,2023-12-04T09:00:00Z,2024-06-30T19:30:00Z,55.0,900.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Estadio La Cartuja de Sevilla,Sevilla,Seville,9,14950927,82,0,0,12,ESTADIO M,2
Emilia,"Azul es mi color, A.I.E",2024-06-30T19:30:00Z,2024-01-24T15:00:00Z,2024-06-30T19:30:00Z,25.0,90.0,Rock,Pop,Emilia,Pop,Pop,Undefined,Undefined,Plaza de Toros de Granada,Granada,Granada,0,0,0,0,0,0,ESTADIO S,0
Hozier,Live Nation España S.A.U.,2024-07-01T19:00:00Z,2023-12-04T09:00:00Z,2024-07-01T19:00:00Z,55.0,70.0,Rock,Pop,Hozier,Rock,Pop,Undefined,Undefined,WiZink Center,Madrid,Madrid,10,6679949,85,2300000,0,7,ESTADIO S,3
Kany García,"JI Entertainment, A.I.E.",2024-07-03T20:30:00Z,2023-07-05T09:35:00Z,2024-07-03T20:00:00Z,35.0,90.0,Rock,Pop,Kany Garcia,Pop,Pop,Undefined,Undefined,Marenostrum Fuengirola,Fuengirola,Málaga,7,2655176,75,0,2750000,0,ESTADIO S,2
Luis Miguel,"Hoy Como Siempre, A.I.E",2024-07-03T19:30:00Z,2023-12-04T09:00:00Z,2024-07-03T19:30:00Z,75.0,650.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Navarra Arena,Pamplona/Iruña,Navarre,9,14950927,82,0,0,12,ESTADIO S,2
MANÁ,"Mediterranea Concerts, S.L.",2024-07-03T19:00:00Z,2023-12-01T11:00:00Z,2024-07-03T19:00:00Z,75.0,255.0,Rock,Pop,MANÁ,World,Latin,Undefined,Undefined,WiZink Center,Madrid,Madrid,10,10608200,77,602100,0,0,ESTADIO S,6
Camilo,Iglesias eventos musicales AIE,2024-07-03T19:30:00Z,2023-11-09T09:00:00Z,2024-07-03T19:30:00Z,35.0,120.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,Palau Sant Jordi,Barcelona,Barcelona,0,0,0,0,0,0,TEATRO,0
MANÁ,"Mediterranea Concerts, S.L.",2024-07-04T19:00:00Z,2023-12-04T15:00:00Z,2024-07-04T19:00:00Z,75.0,230.0,Rock,Pop,MANÁ,World,Latin,Undefined,Undefined,WiZink Center,Madrid,Madrid,10,10608200,77,602100,0,0,ESTADIO S,6
Kany García,"JI Entertainment, A.I.E.",2024-07-05T20:30:00Z,2023-07-05T09:35:00Z,2024-07-05T19:30:00Z,35.0,85.0,Rock,Pop,Kany Garcia,Pop,Pop,Undefined,Undefined,Espai La Rambleta,Valencia,Valencia,7,2655176,75,0,2750000,0,,2
Bunbury,"Rock & Chicken, S.L.",2024-07-06T19:00:00Z,2023-09-08T22:05:00Z,2024-07-06T20:00:00Z,70.0,125.0,Rock,Pop,Bunbury,World,Latin,Undefined,Undefined,Estadio la Romareda,Zaragoza,Saragossa,9,2493257,69,186500,2680000,3,ESTADIO M,4
Luis Miguel,Conciertos con alma AIE,2024-07-06T19:30:00Z,2023-11-09T16:00:00Z,2024-07-06T19:30:00Z,50.0,1250.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Estadio Santiago Bernabéu,Madrid,Madrid,9,14950927,82,0,0,12,ESTADIO M,2
Pearl Jam - Dark Matter World Tour 2024,Music on Tour 2020 AIE,2024-07-06T19:00:00Z,2024-02-23T09:00:00Z,2024-07-06T19:00:00Z,105.0,330.0,Rock,Pop,Pearl Jam,Rock,Alternative Rock,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,10,8597026,75,3500000,0,0,TEATRO,7
Luis Miguel,"Tú lo haces posible, A.I.E.",2024-07-07T19:30:00Z,2023-11-14T19:00:00Z,2024-07-07T19:30:00Z,50.0,1250.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Estadio Santiago Bernabéu,Madrid,Madrid,9,14950927,82,0,0,12,ESTADIO M,2
Pearl Jam - Dark Matter World Tour 2024,Music on Tour 2020 AIE,2024-07-08T19:00:00Z,2024-02-23T09:00:00Z,2024-07-08T19:00:00Z,105.0,330.0,Rock,Pop,Pearl Jam,Rock,Alternative Rock,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,10,8597026,75,3500000,0,0,TEATRO,7
Luis Miguel,"Escenamur, S.L",2024-07-10T19:30:00Z,2023-12-04T09:00:00Z,2024-07-10T19:30:00Z,141.1,361.11,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Plaza de Toros de Murcia,Murcia,Murcia,9,14950927,82,0,0,12,ESTADIO S,2
The Breeders,Live Nation España S.A.U.,2024-07-11T18:30:00Z,2024-02-02T09:00:00Z,2024-07-11T18:30:00Z,40.0,40.0,Rock,Pop,The Breeders,Rock,Alternative Rock,Undefined,Undefined,Sala Razzmatazz,Barcelona,Barcelona,10,451376,52,924100,0,0,SALA,1
Camilo,"Versos Musicales en la Noche, A.I.E",2024-07-11T20:00:00Z,2023-11-09T09:00:00Z,2024-07-11T20:00:00Z,40.0,90.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,CORUÑA SOUNDS,A Coruña,La Corunna,0,0,0,0,0,0,,0
Los Secretos,"Raquilan, S.L.",2024-07-12T20:30:00Z,2024-01-30T17:30:00Z,2024-02-08T16:42:00Z,40.0,92.0,Rock,Pop,Los Secretos,Rock,Pop,Undefined,Undefined,Ciudad Raqueta,Madrid,Madrid,8,442958,54,0,0,0,,5
Luis Miguel,"Éxito en Vena, A.I.E",2024-07-13T19:30:00Z,2023-12-04T09:00:00Z,2024-07-13T19:30:00Z,75.0,500.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Estadio Mpal. Antonio Peroles,Roquetas de Mar,Almería,9,14950927,82,0,0,12,ESTADIO M,2
Aitana,"Siente la Música, A.I.E.",2024-07-14T20:30:00Z,2023-11-28T11:00:00Z,2024-07-14T20:30:00Z,50.0,90.0,Rock,Pop,Aitana,Pop,Pop Vocal,Undefined,Undefined,Estadio Mpal. Antonio Peroles,Roquetas de Mar,Almería,5,2916984,72,0,2380000,0,ESTADIO M,3
Emilia,"Azul es mi color, A.I.E",2024-07-14T19:30:00Z,2024-01-24T15:00:00Z,2024-07-14T19:30:00Z,25.0,120.0,Rock,Pop,Emilia,Pop,Pop,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,0,0,0,0,0,0,TEATRO,0
Camilo,Taborodri Hostelería S.L.,2024-07-16T20:00:00Z,2023-11-09T12:00:00Z,2024-07-16T20:00:00Z,45.0,90.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,Cuartel de Artillería,Murcia,Murcia,0,0,0,0,0,0,,0
Luis Miguel,BERIN IGLESIAS S.L.U.,2024-07-17T19:30:00Z,2023-12-04T09:00:00Z,2024-07-17T19:30:00Z,60.0,900.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,9,14950927,82,0,0,12,TEATRO,2
Luis Miguel,Iglesias eventos musicales AIE,2024-07-18T19:30:00Z,2023-12-04T09:00:00Z,2024-07-18T19:30:00Z,60.0,900.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,9,14950927,82,0,0,12,TEATRO,2
Emilia,"Azul es mi color, A.I.E",2024-07-18T20:00:00Z,2024-01-24T15:00:00Z,2024-07-18T20:00:00Z,35.0,120.0,Rock,Pop,Emilia,Pop,Pop,Undefined,Undefined,Ciudad artes y ciencias,Valencia,Valencia,0,0,0,0,0,0,ESTADIO S,0
Camilo,Directo al Levante A.I.E.,2024-07-18T20:30:00Z,2023-11-09T09:00:00Z,2024-07-18T20:00:00Z,43.0,92.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,Plaza de Toros de Alicante,Alicante,Alacant,0,0,0,0,0,0,ESTADIO S,0
Camilo,"Aire en Los Pulmones, A.I.E",2024-07-19T20:00:00Z,2023-12-20T13:55:00Z,2024-07-19T20:00:00Z,45.0,90.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,Ciudad artes y ciencias,Valencia,Valencia,0,0,0,0,0,0,ESTADIO S,0
Luis Miguel,"Hoy Como Siempre, A.I.E",2024-07-21T19:30:00Z,2023-12-04T09:00:00Z,2024-07-21T19:30:00Z,70.0,680.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,CORUÑA SOUNDS,A Coruña,La Corunna,9,14950927,82,0,0,12,,2
Camilo,"JI Entertainment, A.I.E.",2024-07-21T20:00:00Z,2023-11-09T09:00:00Z,2024-07-21T20:00:00Z,40.0,90.0,Rock,Pop,Camilo,Latin,Latin,Individual,Musician,SON FUSTERET,Palma de Mallorca,Balearic Islands,0,0,0,0,0,0,,0
Pixies,Live Nation España S.A.U.,2024-07-24T18:30:00Z,2024-02-19T09:00:00Z,2024-07-24T18:30:00Z,50.0,50.0,Rock,Pop,Pixies,Rock,Alternative Rock,Undefined,Undefined,Sala Razzmatazz,Barcelona,Barcelona,10,2876484,70,3500000,0,0,SALA,4
Luis Miguel,"Luciérnagas en mi ventana, A.I.E",2024-07-27T19:30:00Z,2023-12-04T09:00:00Z,2024-07-27T19:30:00Z,60.0,720.0,Rock,Pop,Luis Miguel,World,Latin,Undefined,Undefined,Estadi Ciutat de València,Valencia,Valencia,9,14950927,82,0,0,12,ESTADIO M,2
Fonseca,Iglesias eventos musicales AIE,2024-09-13T20:00:00Z,2023-12-22T09:00:00Z,2024-09-13T19:30:00Z,30.0,100.0,Rock,Pop,Fonseca,World,Latin,Undefined,Undefined,WiZink Center,Madrid,Madrid,8,2917222,68,0,1540000,7,ESTADIO S,2
gREAT sTRAITS,Óscar Rosende Paz,2024-09-20T18:30:00Z,2024-02-15T17:02:00Z,2024-09-20T18:30:00Z,38.0,75.0,Rock,Pop,gREAT sTRAITS,Rock,Rock,Undefined,Undefined,La Riviera,Madrid,Madrid,0,0,0,0,0,0,TEATRO,0
Manolo García,"GIRANDO, A.I.E.",2024-09-21T19:30:00Z,2023-11-30T11:00:00Z,2024-09-21T19:30:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Plaza de Toros de Granada,Granada,Granada,5,617563,57,0,199000,0,ESTADIO S,4
Manolo García,"GIRANDO, A.I.E.",2024-09-28T19:30:00Z,2023-11-30T11:00:00Z,2024-09-28T19:30:00Z,47.0,55.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Centro Hípico,Mairena del Aljarafe,Seville,5,617563,57,0,199000,0,,4
María Peláe,PIES COMPAÑÍA DISCOGRÁFICA S.L,2024-10-04T19:00:00Z,2024-01-24T11:00:00Z,2024-10-04T19:00:00Z,30.0,30.0,Rock,Pop,María Peláe,Other,Other,Undefined,Undefined,La Riviera,Madrid,Madrid,7,58176,46,0,0,0,TEATRO,0
Manolo García,"Concert Tour Gestiones, S.L.",2024-10-05T19:30:00Z,2023-11-30T11:00:00Z,2024-10-05T19:30:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Plaza de Toros de Murcia,Murcia,Murcia,5,617563,57,0,199000,0,ESTADIO S,4
Manolo García,"Concert Tour Gestiones, S.L.",2024-10-13T18:30:00Z,2023-12-19T11:00:00Z,2024-10-13T18:30:00Z,40.0,70.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,WiZink Center,Madrid,Madrid,5,617563,57,0,199000,0,ESTADIO S,4
MARCUS KING: MOOD SWINGS THE WORLD TOUR,Live Nation España S.A.U.,2024-10-17T19:00:00Z,2024-02-16T09:00:00Z,2024-10-17T19:00:00Z,35.0,35.0,Rock,Pop,Marcus King,Rock,Psychedelic,Group,Band,La Riviera,Madrid,Madrid,4,213455,51,0,0,0,TEATRO,3
MARCUS KING: MOOD SWINGS THE WORLD TOUR,Live Nation España S.A.U.,2024-10-18T19:00:00Z,2024-02-16T09:00:00Z,2024-10-18T19:00:00Z,35.0,35.0,Rock,Pop,Marcus King,Rock,Psychedelic,Group,Band,Sala Apolo,Barcelona,Barcelona,4,213455,51,0,0,0,SALA,3
El Barrio,"La Gira de El Barrio, A.I.E.",2024-10-19T19:30:00Z,2024-01-02T11:00:00Z,2024-10-19T19:30:00Z,40.0,65.0,Rock,Pop,El Barrio,Rock,Pop,Undefined,Undefined,Plaza de Toros de Valencia,Valencia,Valencia,9,1169094,61,0,0,0,ESTADIO S,4
gREAT sTRAITS,Óscar Rosende Paz,2024-10-25T19:00:00Z,2023-10-11T10:00:00Z,2024-10-25T18:30:00Z,35.0,35.0,Rock,Pop,gREAT sTRAITS,Rock,Rock,Undefined,Undefined,Sala Razzmatazz 1,Barcelona,Barcelona,0,0,0,0,0,0,SALA,0
Manolo García,"GIRA ELÉCTRICA, A.I.E.",2024-10-26T20:00:00Z,2023-11-30T11:00:00Z,2024-10-26T20:00:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Polideportivo Pisuerga,Valladolid,Valladolid,5,617563,57,0,199000,0,,4
David Bisbal,"La Gira de El Barrio, A.I.E.",2024-10-26T19:00:00Z,2024-02-19T11:00:00Z,2024-10-26T19:00:00Z,40.0,65.0,Rock,Pop,El Barrio,Rock,Pop,Undefined,Undefined,Plaza de Toros de Granada,Granada,Granada,9,1169094,61,0,0,0,ESTADIO S,4
Carín León,BERIN IGLESIAS S.L.U.,2024-10-31T19:30:00Z,2023-12-20T10:00:00Z,2024-10-31T20:00:00Z,30.0,80.0,Rock,Pop,Carin Leon,Latin,Latin,Individual,Musician,WiZink Center,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Jacob Collier // DJESSE UK & EUROPE TOUR,Live Nation España S.A.U.,2024-11-03T20:00:00Z,2023-12-01T09:00:00Z,2024-11-03T20:00:00Z,40.0,105.0,Rock,Pop,Jacob Collier,Pop,Pop,Individual,Musician,WiZink Center,Madrid,Madrid,10,768297,64,370700,1570000,8,ESTADIO S,1
Jacob Collier // DJESSE UK & EUROPE TOUR,Live Nation España S.A.U.,2024-11-04T20:00:00Z,2023-12-01T09:00:00Z,2024-11-04T20:00:00Z,40.0,40.0,Rock,Pop,Jacob Collier,Pop,Pop,Individual,Musician,Sant Jordi Club,Barcelona,Barcelona,10,768297,64,370700,1570000,8,TEATRO,1
Manolo García,"Concert Tour Gestiones, S.L.",2024-11-09T21:00:00Z,2023-12-05T14:00:00Z,2024-11-09T22:59:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Coliseum,A Coruña,La Corunna,5,617563,57,0,199000,0,ESTADIO S,4
Test Fecha 12-Nov,0_Promotor Test Flex - No usar,2024-11-12T17:30:00Z,2023-11-15T09:00:00Z,2024-11-12T18:00:00Z,,,Rock,Pop,,,,,,Coltán Fuengirola,Fuengirola,Málaga,0,0,0,0,0,0,,0
Manolo García,"Concert Tour Gestiones, S.L.",2024-11-23T20:00:00Z,2023-11-30T11:00:00Z,2024-11-23T20:00:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Bilbao Arena Miribilla,Bilbao,Biscay,5,617563,57,0,199000,0,,4
Manolo García,"Concert Tour Gestiones, S.L.",2024-11-30T20:00:00Z,2023-12-19T11:00:00Z,2024-11-30T20:00:00Z,40.0,70.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,5,617563,57,0,199000,0,TEATRO,4
Test Fecha 11-Dic,0_Promotor Test Flex - No usar,2024-12-11T17:30:00Z,2023-11-15T09:00:00Z,2024-12-11T18:00:00Z,,,Rock,Pop,,,,,,Coltán Fuengirola,Fuengirola,Málaga,0,0,0,0,0,0,,0
Rozalén,"Promociones Musicales Get In, S.L.",2024-12-28T18:30:00Z,2023-12-15T11:00:00Z,2024-12-28T19:00:00Z,38.0,55.0,Rock,Pop,Rozalen,Pop,Pop,Undefined,Undefined,Bilbao Arena Miribilla,Bilbao,Biscay,5,0,0,0,501000,0,,0
