name,promoter,startDateTime,sales_datetime,end_datetime,min_price,max_price,genero,subgnero,nameArtist,genre,subgenre,type,subtype,VenueName,VenueCity,VenueState,num_links,seguidores,popularidad,seguidoresLast,subscriptores,premios,VenueClass,NumGeneros
Miguel Poveda - Poema del Cante Jondo,"Tickex Experience, S.L.",2024-08-08T20:00:00Z,2023-11-30T16:57:00Z,2024-08-06T21:59:00Z,30.01,74.11,Undefined,Undefined,Miguel Poveda,World,Flamenco,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,189803,47,0,0,0,SALA,4
Gordo,CONCERT TOUR Y EN VIVO AIE,2024-08-08T21:45:00Z,2023-11-27T11:00:00Z,2024-08-08T21:59:00Z,25.0,30.0,Undefined,Undefined,Gordo,Dance/Electronic,Dance/Electronic,Individual,Musician,Concert Music Festival,Chiclana de la Frontera,Cádiz,0,0,0,0,0,0,ESTADIO S,0
UB40 Featuring Ali Campbell in memory of Astro,"Tickex Experience, S.L.",2024-08-09T20:00:00Z,2024-01-09T11:46:00Z,2024-08-07T21:59:00Z,30.01,65.18,Undefined,Undefined,UB40 Featuring Ali Campbell in memory of Astro,Reggae,Reggae,Group,Band,Auditorio Starlite,Marbella,Málaga,3,5914,19,0,0,0,SALA,0
La Oreja de Van Gogh,"Tickex Experience, S.L.",2024-08-14T20:00:00Z,2023-11-28T20:04:00Z,2024-08-12T21:59:00Z,30.01,83.04,Undefined,Undefined,La Oreja de Van Gogh,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,3678879,72,0,2800000,0,SALA,5
Ballet Flamenco Sara Baras,"Tickex Experience, S.L.",2024-08-17T20:00:00Z,2023-11-28T20:55:00Z,2024-08-15T21:59:00Z,30.01,69.64,Undefined,Undefined,Ballet Flamenco Sara Baras,Dance,Dance,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,0,0,0,0,0,0,SALA,0
Siempre Así,"Tickex Experience, S.L.",2024-08-19T20:00:00Z,2023-12-07T17:25:00Z,2024-08-17T21:59:00Z,30.01,55.36,Undefined,Undefined,Siempre Así,Undefined,Undefined,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,7,127864,49,0,78400,0,SALA,2
Hombres G,"Tickex Experience, S.L.",2024-08-31T20:00:00Z,2024-01-16T11:00:00Z,2024-08-29T21:59:00Z,39.29,127.68,Undefined,Undefined,Hombres G,Pop,Pop Rock,Group,Band,Auditorio Starlite,Marbella,Málaga,9,4173428,71,0,243000,0,SALA,5
Ronald Borjas,"La Sordera, S.L.",2024-09-25T19:30:00Z,2024-02-20T12:00:00Z,2024-09-25T19:00:00Z,40.0,40.0,Other,Other,Ronald Borjas,Latin,Latin,Individual,Musician,La Riviera,Madrid,Madrid,0,0,0,0,0,0,TEATRO,0
Ronald Borjas,"La Sordera, S.L.",2024-09-26T19:30:00Z,2024-02-27T12:00:00Z,2024-09-26T18:30:00Z,44.0,44.0,Other,Other,Ronald Borjas,Latin,Latin,Individual,Musician,Sala Razzmatazz 1,Barcelona,Barcelona,0,0,0,0,0,0,SALA,0
Lion Rock Fest,"Artisti-K Prod. Mus. y Cult, S.L.",2024-11-09T18:00:00Z,2024-02-29T11:00:00Z,2024-11-09T18:00:00Z,39.0,39.0,Undefined,Undefined,Lion Rock Fest,Rock,Rock,Event Style,Festival,Palacio de Exposiciones de León,León,León,0,0,0,0,0,0,SALA,0
The Australian Pink Floyd Show,"Live Las Ventas, A.I.E.",2024-02-22T19:30:00Z,2023-07-25T15:08:00Z,2024-02-22T22:59:00Z,40.0,40.0,Rock,Pop,Australian Pink Floyd Show,Rock,Pop,Undefined,Undefined,Live Las Ventas,Madrid,Madrid,5,0,0,0,0,0,ESTADIO S,0
.,Live Nation España S.A.U.,2024-03-01T20:00:00Z,2023-06-16T08:00:00Z,2024-03-01T20:00:00Z,30.0,30.0,Rock,Pop,Nothing But Thieves,Rock,Pop,Undefined,Undefined,La Riviera,Madrid,Madrid,9,1142022,70,800200,0,0,TEATRO,3
Manolo García,"Concert Tour Gestiones, S.L.",2024-04-27T19:30:00Z,2024-02-22T12:00:00Z,2024-04-27T19:30:00Z,50.0,50.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Auditorio La Alameda,Jaén,Jaén,5,617563,57,0,199000,0,SALA,4
Juanjo Monserrat y Mansfeld,Lalala Almonte SL,2024-02-22T20:00:00Z,2024-02-12T13:34:00Z,2024-02-22T20:00:00Z,9.0,15.0,Alternative,Alternative Rock,Juanjo Monserrat & Mansfeld,Pop,Pop Rock,Undefined,Undefined,La Sospechosa,Madrid,Madrid,0,0,0,0,0,0,SALA,0
"Hivernacle Pop Up Club#5 SEASON CLOSING: PAWSA, Toman & Foie Grass","Live Las Ventas, A.I.E.",2024-03-17T15:00:00Z,2024-02-07T12:26:00Z,2024-03-17T21:00:00Z,23.0,23.0,Dance/Electronic,Dance/Electronic,HIVERNACLE,Dance/Electronic,Dance/Electronic,Undefined,Undefined,Live Las Ventas,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Ha*Ash,"Planet Events, S.A.",2024-04-18T19:00:00Z,2023-11-16T11:00:00Z,2024-02-21T13:45:00Z,35.0,35.0,Other,Other,Ha*Ash,Ballads/Romantic,Ballads/Romantic,Undefined,Undefined,Sala Repvblicca,Mislata,Valencia,9,8158803,74,0,0,0,SALA,3
CHUMI DJ presenta YESTERDAY 17 - DÉCIMO ANIVERSARIO,"Yanoinma Mtro, S.L.",2024-05-18T16:00:00Z,2024-02-06T07:00:00Z,2024-05-18T15:00:00Z,25.0,25.0,Undefined,Undefined,Chumi DJ,Dance/Electronic,Dance/Electronic,Individual,Individual,Carmen 24,Bigastro,Alacant,0,0,0,0,0,0,,0
Vanesa Martín,"Tickex Experience, S.L.",2024-08-20T20:00:00Z,2024-02-01T11:00:00Z,2024-08-18T21:59:00Z,31.25,74.11,Undefined,Undefined,Vanesa Martín,Pop,Pop,Individual,Singer/Vocalist,Auditorio Starlite,Marbella,Málaga,8,1118620,63,0,882000,0,SALA,4
.,Live Nation España S.A.U.,2024-03-01T20:00:00Z,2023-06-16T08:00:00Z,2024-03-01T16:00:00Z,30.0,30.0,Rock,Pop,Nothing But Thieves,Rock,Pop,Undefined,Undefined,La Riviera,Madrid,Madrid,9,1142022,70,800200,0,0,TEATRO,3
Pearl Jam - Dark Matter World Tour 2024,Music on Tour 2020 AIE,2024-07-06T19:00:00Z,2024-02-23T09:00:00Z,2024-07-06T19:00:00Z,81.0,295.0,Rock,Pop,Pearl Jam,Rock,Alternative Rock,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,10,8597026,75,3500000,0,0,TEATRO,7
Abraham Mateo y Nil Moliner,"Tickex Experience, S.L.",2024-08-16T20:00:00Z,2024-01-18T11:00:00Z,2024-08-14T21:59:00Z,30.01,58.93,Undefined,Undefined,Abraham Mateo,Pop,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,0,0,113600,0,3,SALA,0
Aitana,"Tickex Experience, S.L.",2024-06-22T20:00:00Z,2024-01-09T12:29:00Z,2024-06-20T21:59:00Z,41.43,130.71,Undefined,Undefined,Aitana,Pop,Pop Vocal,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,5,2916984,72,0,2380000,0,SALA,3
Nothing But Thieves,Live Nation España S.A.U.,2024-03-01T20:00:00Z,2023-06-16T08:00:00Z,2024-03-01T16:00:00Z,30.0,30.0,Rock,Pop,Nothing But Thieves,Rock,Pop,Undefined,Undefined,La Riviera,Madrid,Madrid,9,1142022,70,800200,0,0,TEATRO,3
Taylor Swift | The Eras Tour,"ROCK TOUR EVENTOS, SL",2024-05-29T18:00:00Z,2024-02-28T14:00:00Z,2024-05-29T18:00:00Z,,,Rock,Pop,Taylor Swift,Pop,Pop,Undefined,Undefined,Estadio Santiago Bernabéu,Madrid,Madrid,10,106096174,100,4600000,0,0,ESTADIO M,1
Foy Vance - Regarding The Joy Of Nothing Tour,Live Nation España S.A.U.,2024-10-13T18:30:00Z,2024-03-08T09:00:00Z,2024-10-13T18:30:00Z,23.0,23.0,Alternative,Alternative Rock,Foy Vance,Rock,Alternative Rock,Undefined,Undefined,Moby Dick Club,Madrid,Madrid,10,238939,52,303600,0,0,SALA,4
Foy Vance - Regarding The Joy Of Nothing Tour,Live Nation España S.A.U.,2024-10-14T19:00:00Z,2024-03-08T09:00:00Z,2024-10-14T19:00:00Z,23.0,23.0,Alternative,Alternative Rock,Foy Vance,Rock,Alternative Rock,Undefined,Undefined,Sala Dabadaba,Donostia/San Sebastián,Guipuscoa,10,238939,52,303600,0,0,SALA,4
Foy Vance - Regarding The Joy Of Nothing Tour,Live Nation España S.A.U.,2024-10-16T18:30:00Z,2024-03-08T09:00:00Z,2024-10-16T18:30:00Z,23.0,23.0,Alternative,Alternative Rock,Foy Vance,Rock,Alternative Rock,Undefined,Undefined,Sala Upload - Poble Espanyol,Barcelona,Barcelona,10,238939,52,303600,0,0,SALA,4
Jorge Celedón,"See Events Experience, S.L.",2024-05-12T18:00:00Z,2024-02-15T10:50:00Z,2024-05-12T19:00:00Z,35.0,90.0,Other,Other,Jorge Celedon,World,Latin,Undefined,Undefined,Palacio Vistalegre,Madrid,Madrid,7,1848327,60,0,948000,0,ESTADIO S,2
Abba The New Experience & Queen Forever,Midnight Entertainment S.L.,2024-04-27T19:00:00Z,2024-03-04T18:22:00Z,2024-04-27T18:00:00Z,20.0,20.0,Rock,Pop,Abba The New Experience,Pop,Pop Rock,Individual,Singer/Vocalist,Zona Camping Circuit Catalunya,Montmeló,Barcelona,0,0,0,0,0,0,,0
Front 242,Albert Pavía Izquierdo,2024-12-13T20:00:00Z,2024-03-04T12:55:00Z,2024-12-13T22:00:00Z,,,Rock,Pop,Front 242,Rock,Alternative Rock,Undefined,Undefined,Sala Apolo,Barcelona,Barcelona,9,141341,39,271600,14800,0,SALA,8
Front 242,Albert Pavía Izquierdo,2024-12-14T20:00:00Z,2024-03-04T12:55:00Z,2024-12-14T20:30:00Z,,,Rock,Pop,Front 242,Rock,Alternative Rock,Undefined,Undefined,Sala La Paqui (Antigua Sala But),Madrid,Madrid,9,141341,39,271600,14800,0,SALA,8
Garbage,Live Nation España S.A.U.,2024-07-09T18:30:00Z,2024-03-08T09:00:00Z,2024-07-09T18:30:00Z,40.0,40.0,Alternative,Alternative Rock,Garbage,Rock,Alternative Rock,Undefined,Undefined,Sala Razzmatazz 1,Barcelona,Barcelona,10,1179739,58,1900000,0,0,SALA,4
Paula Mattheus y Marlon,"Tickex Experience, S.L.",2024-08-15T20:00:00Z,2024-02-28T15:00:00Z,2024-08-13T21:59:00Z,30.0,54.46,Undefined,Undefined,Paula Mattheus en Concierto,Other,Other,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,0,0,0,0,0,0,SALA,0
